Date,Open,High,Low,Close,Volume
2025-05-05,162.6574198030844,165.04239608560687,162.3780095025418,163.86488342285156,21341800
2025-05-06,161.82917778967573,164.45365539079762,160.8512416447926,162.88694763183594,21277200
2025-05-07,163.73516530126716,164.6532299684301,147.52929039730043,151.06185913085938,127490100
2025-05-08,154.6742375105505,155.60227562678833,152.57864497617126,153.95574951171875,57498700
2025-05-09,153.84599954293776,154.7241550362692,151.880138412371,152.42898559570312,32435300
2025-05-12,157.15902099799507,158.7656379952877,155.92162152792991,158.12698364257812,44138800
2025-05-13,158.45628235850566,160.23255554287942,155.83181988552568,159.19473266601562,42382100
2025-05-14,159.6238271640479,166.64902486582008,159.27455664998826,165.02244567871094,48755900
2025-05-15,165.49145599350894,165.8606887311189,162.02874755770196,163.61541748046875,33146700
2025-05-16,167.3774855147182,168.99409119137468,165.27191939302787,165.84072875976562,42846900
2025-05-19,164.16425471766837,166.2897831099107,163.87487089127026,166.1899871826172,30426100
2025-05-20,166.08020853353494,168.1458653454169,162.55762871505934,163.63536071777344,46607700
2025-05-21,163.34598924433868,172.77612594690945,163.21625758160502,168.20574951171875,73416000
2025-05-22,171.48883082455436,176.3984886871392,170.3512273591593,170.51087951660156,74864400
2025-05-23,168.70469265151235,169.60281030274047,167.5371534089642,168.11593627929688,35211400
2025-05-27,169.80238932071725,172.80605791558804,169.6427219280191,172.53662109375,37995700
2025-05-28,172.79607866823434,174.90164475593082,171.5487057543554,171.9977569580078,34784000
2025-05-29,173.63431165912297,174.0534271359213,170.27139911620654,171.49880981445312,29317300
2025-05-30,170.98987911151661,171.84807225515158,167.08809311971586,171.37905883789062,52639900
2025-06-02,167.4872574240746,169.5129898808019,167.03820620651766,168.6747589111328,38612300
2025-06-03,167.1379938326745,168.12590341689224,164.93263186241904,165.8307342529297,45084900
2025-06-04,166.38957869951685,167.86646401479533,166.01037244863588,167.6968231201172,26900800
2025-06-05,169.98200425737,170.57076063975376,167.23778374687686,167.8564910888672,36379100
2025-06-06,170.47098587242346,174.13327118123485,170.47098587242346,173.3149871826172,35731800
2025-06-09,174.38402968862113,176.31231302715454,174.21418342483807,175.93264770507812,28935900
2025-06-10,176.04254985052344,180.94816607880887,174.7537092641778,178.44041442871094,61766100
2025-06-11,179.60936400867158,180.20881870896204,176.59205837486806,177.1915283203125,31646800
2025-06-12,176.02256609234394,176.56209210971562,174.59385119423692,175.54299926757812,20941900
2025-06-13,172.28591297451578,176.9717245091389,172.2359546046385,174.513916015625,27663100
2025-06-16,174.57385966373928,176.78189154925582,174.49392932110277,176.61204528808594,27389200
2025-06-17,175.5429937823964,177.20151408744945,174.4239994778565,175.7927703857422,24973000
