Date,Close,High,Low,Open,Volume
,UNH,UNH,UNH,UNH,UNH
2025-02-18,495.08465576171875,510.18248710485625,491.3966978509952,505.1795372227092,8759300
2025-02-19,505.2784118652344,506.0891440421639,492.5337225618927,495.677863181209,4380300
2025-02-20,496.755615234375,502.69783660119714,494.6001701213228,499.49437475808764,4144300
2025-02-21,461.1614685058594,464.404487695027,433.55623283337206,434.59438278101305,19864900
2025-02-24,456.3166809082031,462.72363440083365,451.847651540985,461.4185092160084,6919300
2025-02-25,465.0768127441406,465.45253334852663,444.9957956232167,455.575142808247,9101000
2025-02-26,458.36334228515625,467.7166789308811,453.034126468161,459.4113891101723,5108400
2025-02-27,463.2773132324219,470.04019342374954,459.7772157933396,460.9142744912109,4216800
2025-02-28,469.60516357421875,470.9893735594584,459.2433372502694,461.7349152237008,6146300
2025-03-03,461.7843322753906,471.88911027112005,459.96508058394505,469.02181173757555,5700200
2025-03-04,469.2591247558594,473.80726934748316,461.2010157386272,464.45393198118313,5864100
2025-03-05,470.61370849609375,473.6787342809419,465.69974015347697,465.75906128650524,3637100
2025-03-06,482.2213134765625,482.61679773323135,466.6785438187106,470.63344673242847,4964000
2025-03-07,487.9163818359375,494.2837779214349,477.92034906185285,478.3751544469556,5434100
2025-03-10,476.83502197265625,494.3407563117188,474.34270478740575,488.81001090736186,5108900
2025-03-11,482.614013671875,483.3388486602131,473.77675398023683,479.09895791049405,4101000
2025-03-12,477.71875,484.1630240651736,475.4449135092635,479.7344700800101,3680800
2025-03-13,478.1258544921875,480.64795904374694,471.6518235286401,476.0704685226843,2876600
2025-03-14,485.2055969238281,485.99997606384125,474.8689713146134,477.60952631834346,3915900
2025-03-17,495.50250244140625,497.0812912307184,482.5246531425395,484.0736546076181,5152300
2025-03-18,500.2488098144531,502.4035272833063,494.31098094448663,498.69980834381266,3617600
2025-03-19,499.653076171875,502.78086651790045,496.5351947325736,501.480102817482,3317600
2025-03-20,507.6959533691406,510.7641993456273,499.96088508097483,501.6886105298002,4965400
2025-03-21,513.206787109375,515.3416563632563,501.52970197549064,508.07324653848934,10244900
2025-03-24,512.8593139648438,514.5969786297778,507.517231460823,511.4493401775358,3840900
