Date,Open,High,Low,Close,Volume
2025-05-05,590.3669612530514,602.3397133318473,587.2015519796344,598.4053955078125,13887700
2025-05-06,591.6751469367607,595.1700972546984,585.7337192068476,586.462646484375,10600700
2025-05-07,589.5082075152634,602.2098866527917,585.8235290496914,595.9489135742188,13139100
2025-05-08,605.4152389401659,610.4180203966848,595.7592076246763,597.147216796875,14622800
2025-05-09,602.8489716185445,606.0942827774223,590.8563498854548,591.6351928710938,10427300
2025-05-12,630.0097144566752,639.4660831768585,620.1340297095329,638.5074462890625,21965100
2025-05-13,644.608580079292,659.966394384485,641.9025291274511,655.08349609375,18570800
2025-05-14,660.2560588804812,661.7139134541873,653.3659895009877,658.40869140625,12348200
2025-05-15,653.3360696287351,656.3616664169153,637.6587085460682,642.9510498046875,14341800
2025-05-16,637.039566707962,639.515969035449,625.2466087350075,639.4161376953125,18519000
2025-05-19,627.3435620408461,642.0722807676308,626.89419911061,639.5059814453125,9592400
2025-05-20,635.0923928837207,638.427539897765,631.3478032754666,636.1807861328125,6743500
2025-05-21,630.878399880071,645.6770241572503,629.2607421727805,634.5830688476562,11464600
2025-05-22,633.1351667006269,642.321904930245,629.8000198555354,635.6515502929688,8228400
2025-05-23,623.0996301156218,631.5374497961886,621.7516024100725,626.1552124023438,8454100
2025-05-27,634.4931853284312,642.1521627133571,631.8370500697896,641.3932495117188,9508400
2025-05-28,641.6728007707804,649.9408832345952,641.6228851026552,642.6514282226562,9042900
2025-05-29,650.7098379625838,652.3774114577973,638.5773433389169,644.1193237304688,8858800
2025-05-30,641.5729954990708,648.4729988751875,631.8670488528962,646.5557861328125,16241000
2025-06-02,643.4603060358205,672.2886482991516,643.3304887205626,669.9320678710938,15766300
2025-06-03,670.481278340603,674.6053246627993,664.0705578546837,665.8878784179688,11585000
2025-06-04,668.3543324273711,688.0059313980648,667.6054145049494,686.9574584960938,14031900
2025-06-05,690.6620226565076,693.3781298406639,681.2656265406558,683.6322021484375,13083100
2025-06-06,695.1655520394484,701.7959865050877,690.8717682492216,696.703369140625,11728000
