Date,Close,High,Low,Open,Volume
2025-02-13,185.70106506347656,185.84073432237412,182.70813932469304,183.8853646978078,21402500.0
2025-02-14,184.79319763183597,185.96043678235037,183.88535510775145,184.62360034222,20448400.0
2025-02-18,183.33665466308597,185.52149284111707,181.31144284116837,185.16234115126528,29916700.0
2025-02-19,184.83311462402344,185.02266901610756,183.1570683565281,183.63594741741645,19549400.0
2025-02-20,184.12478637695312,184.8730178009315,182.2891289369332,184.36422591283684,20441500.0
2025-02-21,179.23634338378906,184.90294194163184,178.65770926804197,184.713387549238,35199200.0
2025-02-24,178.8273162841797,182.68818568914216,178.46816457980125,181.56086065766053,29854200.0
2025-02-25,175.00633239746094,178.3185106633885,174.27805810561316,177.620149186563,41913400.0
2025-02-26,172.3226776123047,175.66478399830825,171.1753955398117,174.6571711800562,35431300.0
2025-02-27,168.1026611328125,174.14836864650957,167.54398410119538,173.5797206760448,39991000.0
2025-02-28,169.8784637451172,170.20768740317763,166.37674611034126,168.28223059503162,48130600.0
2025-03-03,166.6161651611328,172.96116813684316,165.53871010229818,171.52456139173032,40770500.0
2025-03-04,170.51695251464844,172.88135895735127,165.40903083418053,165.84799570787212,45388000.0
2025-03-05,172.6120147705078,173.37021717369865,168.66134594316833,170.11790989089675,30954900.0
2025-03-06,171.94358825683594,174.39777881609385,170.0979446451701,170.12787268446783,28302000.0
2025-03-07,173.45001220703125,174.55739526661597,169.86848162814977,170.85613731453174,27385800.0
2025-03-10,165.66943359375,168.25631348073628,163.49207685373173,168.05654311824674,43604000.0
2025-03-11,163.84164428710938,166.5483741956788,161.17487454711969,164.71060268982163,39587400.0
2025-03-12,166.90794372558594,167.43730167009207,163.33227056435828,166.37858578107983,28372400.0
2025-03-13,162.56320190429688,165.92913761122173,161.91399391340872,165.8392348472833,31756200.0
2025-03-14,165.28990173339844,166.28869257421587,162.25356904272374,163.07258484755664,31995900.0
2025-03-17,164.09133911132812,166.0989184378049,163.47209367229158,164.83044981365524,31184300.0
2025-03-18,160.47572326660156,164.05139632119491,156.5305024761992,163.48207822407835,42074800.0
2025-03-19,163.69183349609375,165.6694351323274,160.8053285192439,161.56440408660148,34275600.0
2025-03-20,162.6031494140625,164.6906185813501,160.76537795311089,161.37464096618422,28138500.0
2025-03-21,163.79171752929688,164.04141524263727,160.69545978774022,161.01508017617863,36625800.0
2025-03-24,167.4772491455078,168.11648994593173,164.94032699026835,166.86800133324036,30879100.0
2025-03-25,170.353759765625,170.42368243836484,168.1164780833655,168.775668441695,24174400.0
2025-03-26,164.86041259765625,169.40491393976436,164.64067739498103,168.79565092149923,28901600.0
2025-03-27,162.04383850097656,165.21998619662182,161.8041232023028,164.43094810403895,24508300.0
2025-03-28,154.14340209960938,161.62435145983125,153.44425151462127,160.29595772818402,48669300.0
2025-03-31,154.45301818847656,155.3519238675497,150.47783482762614,152.9248693898488,54603500.0
2025-04-01,156.8800811767578,157.9088345005831,153.43424066067087,153.43424066067087,30672900.0
2025-04-02,156.85011291503906,158.21846678254826,154.51294591611935,154.9623987635517,25041700.0
2025-04-03,150.5377655029297,152.59527231622977,150.20816267744866,150.92729334389097,46883400.0
2025-04-04,145.4239501953125,150.8873372265073,145.20421499461688,147.83102450056057,62259500.0
2025-04-07,146.5725555419922,152.66518575265,140.3600753076292,141.37884623013926,76794100.0
2025-04-08,144.52503967285156,152.0559315669147,142.85706070456766,151.0371605852081,52200200.0
2025-04-09,158.51809692382812,159.3570775505851,143.73598981661124,144.24536764564118,70406200.0
2025-04-10,152.63522338867188,157.5292924054746,149.74870323215254,156.35071129003578,48022000.0
2025-04-11,156.9499969482422,157.47935489094493,152.63522830805417,152.71511816628092,33636200.0
2025-04-14,158.87767028808594,161.52445998548595,157.3694863273863,159.80653847762434,30333000.0
2025-04-15,156.12100219726562,159.4569601254283,155.02234135810752,158.93759983361085,27551500.0
2025-04-16,153.1446075439453,155.70150975970526,151.326800825977,152.91488990871326,28187400.0
2025-04-17,150.97723388671875,154.49296683009544,148.32044647401452,154.10343899442373,33046600.0
2025-04-21,147.49143981933594,148.76989086061988,145.9233461435289,148.69998342759925,26049100.0
